1597013822.2,0,0.0,0.0,0.0862432378448,0.0,0.0716932473757,0.0,0.0,0.0
1597013822.2,584.010009766,584.010009766,0.0,0.0867465040587,0.0,0.0718741540072,0.0,-7,0.0
1597013822.21,584.010009766,584.064142231,0.0,0.086780241458,0.0,0.0720806004769,0.0,-7,0.0
1597013822.21,584.010009766,584.221907098,438.074014774,0.0870593654093,-0.15114832297,0.0726153295838,-0.154793758877,-7,-7.0
1597013822.21,584.010009766,584.536500681,438.074014774,0.0872912449956,-0.15114832297,0.0732849949473,-0.154793758877,-7,-7.0
1597013822.22,584.010009766,585.016162831,438.074014774,0.0872619031966,-0.15114832297,0.0733835324323,-0.154793758877,-7,-7.0
1597013822.22,584.010009766,585.663393337,438.074014774,0.0876738223005,-0.15114832297,0.0736070610451,-0.154793758877,-7,-7.0
1597013822.22,584.010009766,586.475684065,585.422935229,0.0878097924238,-0.267109807581,0.0736445737246,-0.265823822469,-7,-7
1597013822.22,584.010009766,587.453029949,585.422935229,0.0876947197445,-0.267109807581,0.0741648353702,-0.265823822469,-7,-7
1597013822.23,584.010009766,588.597924907,585.422935229,0.0872608893404,-0.267109807581,0.0744315796037,-0.265823822469,-7,-7
1597013822.23,584.010009766,589.907866079,585.422935229,0.0879919463652,-0.267109807581,0.0751628167214,-0.265823822469,-7,-7
1597013822.29,584.010009766,591.382920343,589.33543532,0.0719550690705,-0.186484964564,0.114818041269,-0.191354293376,-7,-7
1597013822.52,654.429992676,661.940940354,589.33543532,0.102626533796,-0.186484964564,0.11370131868,-0.191354293376,-7,-7
1597013822.79,654.450012207,662.0823466,589.33543532,0.170444249128,-0.186484964564,0.129091709231,-0.191354293376,-7,-7
1597013823.02,654.459960938,662.19994181,589.33543532,0.143555061686,-0.186484964564,0.0930913896119,-0.191354293376,-7,-7
1597013823.28,654.479980469,654.479980469,660.175802308,0.0757496193505,0.138755993918,0.0900249948603,0.115980012342,-7,-7
1597013823.53,654.479980469,654.568862304,660.175802308,0.0834693539486,0.138755993918,0.127968503299,0.115980012342,-7,-7
